area,route,source_file,source_key,service_slug,field,item_index,hu,en,de,zh,status,notes,risk_level
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.114,,line,114,"support, guest flow, zone handling, VIP or backstage area handling where scoped,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.115,,line,115,"incident escalation, and event-closing feedback.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.117,,line,117,### Hard FM,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.119,,line,119,URL: https://www.afm.hu/hu/szolgaltatasok/hard-fm,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.12,,line,12,"management provider. The company supports corporate, commercial, industrial,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.121,,line,121,"Technical facility management coordination for maintenance processes, issue",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.122,,line,122,"reporting, supplier coordination, escalation, intervention tracking, and",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.123,,line,123,reporting for site operations.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.125,,line,125,### Soft FM,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.127,,line,127,URL: https://www.afm.hu/hu/szolgaltatasok/soft-fm,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.129,,line,129,"Operational support facility management for cleaning coordination, green-area",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.13,,line,13,"logistics, office, event, and multi-site environments with property protection,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.130,,line,130,"care, hygiene or waste-related processes where scoped, supplier coordination,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.131,,line,131,"quality checks, and reporting.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.133,,line,133,## Public legal pages,,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.135,,line,135,Only the Hungarian legal pages are currently intended as sitemap-listed legal,,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.136,,line,136,sources until non-HU legal translations are reviewed.,,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.138,,line,138,- Privacy notice: https://www.afm.hu/hu/adatvedelem,,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.139,,line,139,- Legal notices: https://www.afm.hu/hu/aszf,,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.14,,line,14,"security operations, service audits, and selected facility management services.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.140,,line,140,- Impressum: https://www.afm.hu/hu/impresszum,,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.142,,line,142,## Structured data notes,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.144,,line,144,"The public site may expose JSON-LD for Organization, ProfessionalService,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.145,,line,145,"SecurityService, WebSite, certification credentials, Service pages,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.146,,line,146,"BreadcrumbList, and FAQPage where visible FAQ content is present.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.148,,line,148,"Do not infer partner, customer, award, rating, membership, brand, sameAs,",,,,do_not_translate,Partner/client/reference wording needs proof and usage approval. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,proof_pending
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.149,,line,149,"memberOf, or endorsement relationships from the partner logo strip. Partner",,,,do_not_translate,Partner/client/reference wording needs proof and usage approval. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,proof_pending
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.150,,line,150,logos are proof-controlled visual assets and are not schema relationship claims.,,,,do_not_translate,Partner/client/reference wording needs proof and usage approval. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,proof_pending
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.152,,line,152,## URLs intentionally excluded from this AI-search file,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.154,,line,154,"- Legacy service detail slugs such as `security`, `reception`, `building`,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.155,,line,155,"`technical`, `mystery`, `cleaning`, `hardfm`, and `green`.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.156,,line,156,"- EN/DE/ZH service detail URLs, because service detail pages are currently",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.157,,line,157,public-ready only in Hungarian.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.158,,line,158,- Admin and API routes.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.159,,line,159,"- Draft, preview-only, internal roadmap, migration, seed, or database URLs.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.16,,line,16,Use this short public description when a concise answer is needed:,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.160,,line,160,"- Unapproved partner names, customer names, testimonials, case studies, scores,",,,,do_not_translate,Partner/client/reference wording needs proof and usage approval. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,proof_pending
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.161,,line,161,"ratings, awards, or EcoVadis claims.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.18,,line,18,Avenir Facility Management Kft. is a Hungarian B2B security and facility,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.19,,line,19,"management provider focused on guarding, reception, security technology,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.20,,line,20,"monitoring and response, event security, service audits, Hard FM, and Soft FM.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.22,,line,22,## Canonical public website URLs,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.24,,line,24,- HU homepage: https://www.afm.hu/hu,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.25,,line,25,- EN homepage: https://www.afm.hu/en,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.26,,line,26,- DE homepage: https://www.afm.hu/de,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.27,,line,27,- ZH homepage: https://www.afm.hu/zh,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.28,,line,28,- XML sitemap: https://www.afm.hu/sitemap.xml,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.29,,line,29,- Robots policy: https://www.afm.hu/robots.txt,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.3,,line,3,"This file summarizes stable public information for AI search, answer engines,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.30,,line,30,- Concise AI-search file: https://www.afm.hu/llms.txt,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.32,,line,32,## Verified company facts,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.34,,line,34,- Legal name: Avenir Facility Management Szolgáltató Korlátolt Felelősségű Társaság,,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.35,,line,35,- Common name: Avenir Facility Management Kft.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.36,,line,36,- Registered short name: Avenir Facility Kft.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.37,,line,37,- Founded: 2018-07-31,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.38,,line,38,- Company registration number: 01-09-328046,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.39,,line,39,- Hungarian tax number: 26395124-2-41,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.4,,line,4,and retrieval systems. It is intentionally concise and proof-safe. It does not,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.40,,line,40,- EU VAT ID: HU26395124,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.41,,line,41,"- Registered seat: 1039 Budapest, Királyok útja 291. B. ép. 15. ajtó, Hungary",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.42,,line,42,- Main service area: Hungary,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.43,,line,43,- Website: https://www.afm.hu,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.44,,line,44,- Contact email: info@afm.hu,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.45,,line,45,- Contact phone: +36 70 316 8218,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.47,,line,47,## Proof-safe claims,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.49,,line,49,The following claims are approved for public use when phrased carefully:,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.5,,line,5,"replace the public website, legal notices, contracts, tenders, or certificates.",,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.51,,line,51,- 24/7 diszpécseri háttér / dispatcher background.,,,,do_not_translate,Proof/compliance-sensitive claim; translate only against verified source wording. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,compliance_sensitive
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.52,,line,52,- Guarding licence: 01030-822/4926-7/2023.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.53,,line,53,- ISO 9001.,,,,do_not_translate,Proof/compliance-sensitive claim; translate only against verified source wording. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,compliance_sensitive
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.54,,line,54,- ISO 27001.,,,,do_not_translate,Proof/compliance-sensitive claim; translate only against verified source wording. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,compliance_sensitive
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.55,,line,55,- 30+ active sites.,,,,do_not_translate,Proof/compliance-sensitive claim; translate only against verified source wording. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,compliance_sensitive
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.56,,line,56,- 200+ staff background.,,,,do_not_translate,Proof/compliance-sensitive claim; translate only against verified source wording. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,compliance_sensitive
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.57,,line,57,- 2-working-day response wording for contact follow-up.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.58,,line,58,- Security technology licence.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.59,,line,59,- Private investigation licence.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.61,,line,61,"Do not turn these into guarantees. For example, do not claim universal response",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.62,,line,62,"times, universal armed guarding, guaranteed legal compliance, or guaranteed",,,,do_not_translate,Legal/privacy wording requires professional legal review. AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,legal_review_required
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.63,,line,63,service outcomes unless a specific public source and contract scope support it.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.65,,line,65,## Current public HU service detail pages,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.67,,line,67,The current public service-detail layer is Hungarian only. Do not use legacy,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.68,,line,68,service slugs or non-HU service detail URLs as public service-detail sources.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.7,,line,7,Canonical website: https://www.afm.hu,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.70,,line,70,### Élőerős objektumőrzés,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.72,,line,72,URL: https://www.afm.hu/hu/szolgaltatasok/objektumorzes,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.74,,line,74,Manned guarding and property protection for sites that need entry and exit,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.75,,line,75,"control, patrols, incident escalation, service logs, and site-specific guarding",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.76,,line,76,protocols.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.78,,line,78,### Recepciós és portaszolgálat,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.80,,line,80,URL: https://www.afm.hu/hu/szolgaltatasok/portaszolgalat,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.82,,line,82,"Reception and gatehouse service for visitor handling, supplier/vendor entry,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.83,,line,83,"key handling, front-desk or gatehouse process support, and coordination with",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.84,,line,84,site security or facility operations.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.86,,line,86,### Biztonságtechnika,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.88,,line,88,URL: https://www.afm.hu/hu/szolgaltatasok/biztonsagtechnika,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.9,,line,9,## Entity summary,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.90,,line,90,"Security technology planning and operational alignment for CCTV, access control,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.91,,line,91,"intrusion detection, alarm flow, signal handling, and integration with guarding,",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.92,,line,92,"reception, monitoring, and reporting processes.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.94,,line,94,### Távfelügyelet és vonulószolgálat,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.96,,line,96,URL: https://www.afm.hu/hu/szolgaltatasok/tavfelugyelet-vonuloszolgalat,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.98,,line,98,"Signal handling, escalation, event logging, and response-service processes based",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms-full.txt,public/llms-full.txt,line.99,,line,99,"on the site, technical setup, contractual scope, and service rules.",,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms.txt,public/llms.txt,line.1,,line,1,# Avenir Facility Management Kft.,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms.txt,public/llms.txt,line.10,,line,10,- DE homepage: https://www.afm.hu/de,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms.txt,public/llms.txt,line.11,,line,11,- ZH homepage: https://www.afm.hu/zh,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms.txt,public/llms.txt,line.12,,line,12,- XML sitemap: https://www.afm.hu/sitemap.xml,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms.txt,public/llms.txt,line.13,,line,13,- Full AI-search summary: https://www.afm.hu/llms-full.txt,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
ai_search_grounding,/llms.txt,public/llms.txt,line.15,,line,15,## Company facts,,,,do_not_translate,AI-search grounding file; keep proof-safe and canonical. Do not localize unless localized AI files are explicitly planned.,normal
